1.9 8:15:0:1
1.8 8:15:0:17
1.68 8:15:0:33
6.98 8:15:0:59
1.47 8:15:1:14
1 8:15:1:24
1.22 8:15:1:38
1.38 8:15:1:52
1 8:15:2:3
1.13 8:15:2:16
1.01 8:15:2:27
7.62 8:15:2:54
4.35 8:15:3:16
1.45 8:15:3:30
4.02 8:15:3:52
12.6 8:15:4:24
2.37 8:15:4:42
1.64 8:15:4:58
14.2 8:15:5:31
4.48 8:15:5:54
2.15 8:15:6:11
2.96 8:15:6:30
1.45 8:15:6:45
6.3 8:15:7:10
4.26 8:15:7:32
1.71 8:15:7:48
2.2 8:15:8:6
1.06 8:15:8:18
1.6 8:15:8:33
1.9 8:15:8:50
3.82 8:15:9:11
4.57 8:15:9:33
3.14 8:15:9:53
1 8:15:10:4
1.03 8:15:10:15
1.4 8:15:10:30
16.1 8:15:11:5
4.56 8:15:11:27
6.35 8:15:11:53
1.74 8:15:12:8
12.37 8:15:12:40
6.42 8:15:13:6
4.7 8:15:13:28
7.84 8:15:13:55
1.17 8:15:14:9
1.75 8:15:14:25
22.25 8:15:15:4
1.01 8:15:15:15
1.14 8:15:15:28
2.15 8:15:15:46
1.25 8:15:15:59
1.81 8:15:16:16
10.1 8:15:16:45
1.15 8:15:16:58
3.96 8:15:17:20
2.85 8:15:17:39
1.81 8:15:17:55
1.5 8:15:18:10
1.51 8:15:18:25
1.11 8:15:18:38
1.08 8:15:18:50
11.83 8:15:19:21
1.95 8:15:19:38
14.58 8:15:20:12
1.38 8:15:20:26
25.5 8:15:21:8
1.4 8:15:21:23
3.12 8:15:21:43
4.43 8:15:22:5
1.42 8:15:22:20
1.31 8:15:22:34
3.95 8:15:22:55
3.7 8:15:23:16
1.42 8:15:23:31
23.8 8:15:24:11
1.05 8:15:24:23
5.63 8:15:24:47
1.2 8:15:25:1
1.46 8:15:25:16
2.18 8:15:25:33
20.47 8:15:26:12
1.06 8:15:26:24
2.28 8:15:26:41
2.07 8:15:26:58
2.65 8:15:27:17
1.02 8:15:27:29
1.27 8:15:27:42
12.91 8:15:28:15
2.13 8:15:28:32
1.41 8:15:28:47
4.22 8:15:29:8
1.8 8:15:29:25
21.99 8:15:30:4
1.08 8:15:30:17
5.14 8:15:30:40
2.08 8:15:30:57
1.25 8:15:31:11
1.5 8:15:31:26
1.22 8:15:31:39
5.89 8:15:32:4
2.23 8:15:32:21
9.46 8:15:32:50
1 8:15:33:1
3.89 8:15:33:22
1.78 8:15:33:38
1.01 8:15:33:50
2.83 8:15:34:9
1.2 8:15:34:22
3.17 8:15:34:42
4.07 8:15:35:4
4.29 8:15:35:26
1.44 8:15:35:40
2.37 8:15:35:58
26.56 8:15:36:41
11.79 8:15:37:12
1.02 8:15:37:23
1.81 8:15:37:40
6.08 8:15:38:5
2.24 8:15:38:22
4.46 8:15:38:44
1.06 8:15:38:56
2.57 8:15:39:15
15.18 8:15:39:49
11.15 8:15:40:20
1.4 8:15:40:35
3.8 8:15:40:56
1.06 8:15:41:8
22.87 8:15:41:48
2.54 8:15:42:6
1.51 8:15:42:21
2.45 8:15:42:40
7.1 8:15:43:6
1.59 8:15:43:21
3.42 8:15:43:42
10.42 8:15:44:12
3.97 8:15:44:33
1 8:15:44:44
1.62 8:15:44:59
2.59 8:15:45:18
3.96 8:15:45:39
1.97 8:15:45:56
1.11 8:15:46:8
2.81 8:15:46:28
21.84 8:15:47:7
2.76 8:15:47:26
1.04 8:15:47:38
1.03 8:15:47:49
3.79 8:15:48:10
1.21 8:15:48:24
2.28 8:15:48:42
3.76 8:15:49:3
3.18 8:15:49:23
3.23 8:15:49:43
3.31 8:15:50:3
1.04 8:15:50:15
9.62 8:15:50:44
1.8 8:15:51:0
1.8 8:15:51:16
1.66 8:15:51:32
1.14 8:15:51:45
1.15 8:15:51:58
2.59 8:15:52:16
3.13 8:15:52:36
6.76 8:15:53:2
26.22 8:15:53:44
2.06 8:15:54:1
1.49 8:15:54:16
2.84 8:15:54:35
2.07 8:15:54:52
1.15 8:15:55:5
1.16 8:15:55:18
2.85 8:15:55:38
2.04 8:15:55:54
2.27 8:15:56:12
2.46 8:15:56:30
3.19 8:15:56:50
5.08 8:15:57:14
1 8:15:57:24
1.66 8:15:57:40
2.38 8:15:57:58
1.01 8:15:58:9
1.87 8:15:58:26
1.04 8:15:58:37
1.29 8:15:58:51
1.61 8:15:59:7
3.26 8:15:59:27
1.02 8:15:59:38
