2.8 6:10:7:32
3.73 6:10:7:53
1.39 6:10:8:8
2.78 6:10:8:27
7.12 6:10:8:53
3.97 6:10:9:15
23.92 6:10:9:55
3.38 6:10:10:16
1.22 6:10:10:29
1.13 6:10:10:42
5.56 6:10:11:6
1.51 6:10:11:21
1.59 6:10:11:37
4.09 6:10:11:58
1 6:10:12:9
8.85 6:10:12:37
23.45 6:10:13:18
1.25 6:10:13:31
22.99 6:10:14:12
1.71 6:10:14:27
1 6:10:14:38
1.59 6:10:14:53
1.76 6:10:15:9
1.3 6:10:15:24
13.98 6:10:15:57
1.04 6:10:16:9
24.69 6:10:16:50
3.76 6:10:17:11
3.1 6:10:17:31
1.31 6:10:17:45
1.91 6:10:18:1
2.6 6:10:18:20
1.32 6:10:18:34
1.26 6:10:18:48
2.28 6:10:19:6
1 6:10:19:16
20.34 6:10:19:55
1.08 6:10:20:7
4.3 6:10:20:29
2.41 6:10:20:47
1.14 6:10:21:0
5.13 6:10:21:23
1.53 6:10:21:39
3.63 6:10:21:59
12.49 6:10:22:31
3.98 6:10:22:53
1.52 6:10:23:8
5.55 6:10:23:32
1.41 6:10:23:46
1.17 6:10:24:0
2.86 6:10:24:19
1.03 6:10:24:30
1.87 6:10:24:47
3.32 6:10:25:7
3.65 6:10:25:28
13.81 6:10:26:1
1.25 6:10:26:15
1.38 6:10:26:29
1.13 6:10:26:42
2.17 6:10:26:59
5.59 6:10:27:24
1.06 6:10:27:36
4.95 6:10:27:59
1.62 6:10:28:14
1 6:10:28:25
1.51 6:10:28:40
3.98 6:10:29:1
28.51 6:10:29:45
1 6:10:29:56
2.33 6:10:30:14
1.45 6:10:30:28
1.46 6:10:30:43
24.31 6:10:31:24
3.56 6:10:31:45
1.28 6:10:31:59
1 6:10:32:9
1.51 6:10:32:24
1.74 6:10:32:40
5.72 6:10:33:5
1.72 6:10:33:21
1.39 6:10:33:35
1.89 6:10:33:52
1.02 6:10:34:3
1.38 6:10:34:18
28.75 6:10:35:1
1.27 6:10:35:15
15.47 6:10:35:50
3.72 6:10:36:11
1.79 6:10:36:27
3.48 6:10:36:48
2.08 6:10:37:5
1.46 6:10:37:20
1.01 6:10:37:31
1.53 6:10:37:46
1.57 6:10:38:1
1.99 6:10:38:18
4.02 6:10:38:40
1.86 6:10:38:56
1.96 6:10:39:13
1.24 6:10:39:26
3.06 6:10:39:46
3.22 6:10:40:6
6.91 6:10:40:32
1.19 6:10:40:45
1.5 6:10:41:0
1.62 6:10:41:16
18.21 6:10:41:53
1.6 6:10:42:8
2.08 6:10:42:25
16.41 6:10:43:1
1.06 6:10:43:13
1.77 6:10:43:29
2.01 6:10:43:46
1.5 6:10:44:1
1.03 6:10:44:12
1.58 6:10:44:28
1.51 6:10:44:43
1.79 6:10:44:59
6.79 6:10:45:25
2.88 6:10:45:44
1.01 6:10:45:55
2.06 6:10:46:12
3.72 6:10:46:33
2.51 6:10:46:52
3.71 6:10:47:12
1.18 6:10:47:26
1.79 6:10:47:42
1.8 6:10:47:58
2.37 6:10:48:16
2.43 6:10:48:34
2.82 6:10:48:53
1.73 6:10:49:9
1.28 6:10:49:23
1.43 6:10:49:38
2.68 6:10:49:56
2.01 6:10:50:13
1.2 6:10:50:27
24.14 6:10:51:8
20.03 6:10:51:46
1.55 6:10:52:1
1 6:10:52:12
2.23 6:10:52:29
1.26 6:10:52:43
2.16 6:10:53:0
2.37 6:10:53:18
1.66 6:10:53:34
1.5 6:10:53:49
1.5 6:10:54:4
4.22 6:10:54:26
2.83 6:10:54:45
3.03 6:10:55:5
14.26 6:10:55:38
1.07 6:10:55:50
2.2 6:10:56:8
1.5 6:10:56:23
1.34 6:10:56:37
3.58 6:10:56:58
1.75 6:10:57:14
1.15 6:10:57:27
2.07 6:10:57:44
1 6:10:57:55
2.13 6:10:58:12
2.88 6:10:58:31
1.57 6:10:58:46
9.76 6:10:59:16
1.08 6:10:59:28
1.22 6:10:59:41
