5.8 11:10:0:22
1.36 11:10:0:36
1 11:10:0:46
1.31 11:10:1:0
23.71 11:10:1:41
5.95 11:10:2:6
1.34 11:10:2:20
10.24 11:10:2:50
2.71 11:10:3:9
1.25 11:10:3:22
1.44 11:10:3:37
1.34 11:10:3:51
10.09 11:10:4:21
2.8 11:10:4:40
2.1 11:10:4:57
1.22 11:10:5:11
4.34 11:10:5:33
1.64 11:10:5:49
1.36 11:10:6:3
2.2 11:10:6:20
17.61 11:10:6:56
1.01 11:10:7:8
1.08 11:10:7:20
4.68 11:10:7:43
11.12 11:10:8:13
6.92 11:10:8:39
1.7 11:10:8:55
3.24 11:10:9:15
1.17 11:10:9:28
1.73 11:10:9:44
18.49 11:10:10:21
1.4 11:10:10:36
1.42 11:10:10:50
9.86 11:10:11:20
1.5 11:10:11:35
1.54 11:10:11:50
20.57 11:10:12:28
1.09 11:10:12:41
1.57 11:10:12:56
1 11:10:13:7
3.02 11:10:13:26
5.29 11:10:13:50
1.18 11:10:14:3
1.03 11:10:14:15
32.77 11:10:15:1
1.21 11:10:15:14
2.23 11:10:15:32
1.68 11:10:15:48
1.22 11:10:16:1
1.59 11:10:16:17
7.2 11:10:16:43
1.08 11:10:16:55
1.36 11:10:17:10
2.73 11:10:17:28
2.13 11:10:17:46
7.83 11:10:18:13
18.62 11:10:18:50
1.59 11:10:19:5
1.08 11:10:19:18
3.42 11:10:19:38
1.05 11:10:19:50
29.62 11:10:20:34
1.18 11:10:20:48
4.46 11:10:21:10
1.89 11:10:21:26
2.71 11:10:21:45
1.04 11:10:21:57
1.11 11:10:22:10
2.08 11:10:22:27
2.15 11:10:22:44
1.43 11:10:22:59
3.51 11:10:23:19
2.17 11:10:23:37
4.67 11:10:24:0
3.66 11:10:24:20
1.8 11:10:24:37
2.87 11:10:24:56
1.13 11:10:25:9
26.23 11:10:25:51
2.68 11:10:26:10
1.06 11:10:26:22
18.11 11:10:26:59
2.23 11:10:27:16
1.9 11:10:27:34
1.67 11:10:27:48
1.39 11:10:28:3
1.2 11:10:28:16
2.4 11:10:28:34
10.83 11:10:29:5
1.99 11:10:29:21
2.15 11:10:29:39
1.13 11:10:29:52
1.1 11:10:30:4
1.18 11:10:30:17
2.05 11:10:30:34
4.06 11:10:30:56
1.35 11:10:31:10
2.47 11:10:31:28
9.74 11:10:31:58
21.26 11:10:32:37
3.25 11:10:32:57
4.05 11:10:33:18
9.52 11:10:33:47
1.26 11:10:34:1
1.56 11:10:34:16
2.26 11:10:34:34
1.92 11:10:34:51
9.97 11:10:35:20
1.59 11:10:35:36
3.54 11:10:35:56
1.48 11:10:36:12
8.91 11:10:36:40
1.09 11:10:36:52
2.25 11:10:37:9
2 11:10:37:26
3.33 11:10:37:47
1.25 11:10:38:0
4.24 11:10:38:22
1.7 11:10:38:38
1.5 11:10:38:53
1.12 11:10:39:6
10.22 11:10:39:36
3.73 11:10:39:57
2.49 11:10:40:15
1.04 11:10:40:28
2.46 11:10:40:45
1 11:10:40:55
1.13 11:10:41:8
2.78 11:10:41:27
6.91 11:10:41:53
3.36 11:10:42:13
1.3 11:10:42:27
1.58 11:10:42:43
1.21 11:10:42:56
3.69 11:10:43:17
1.02 11:10:43:29
3.7 11:10:43:50
3.86 11:10:44:11
1.18 11:10:44:24
3.09 11:10:44:44
3.61 11:10:45:5
1.19 11:10:45:18
3 11:10:45:37
1.38 11:10:45:53
1.17 11:10:46:5
6.89 11:10:46:31
9.99 11:10:47:1
2.43 11:10:47:18
4.04 11:10:47:40
7.06 11:10:48:6
9.14 11:10:48:35
3.91 11:10:48:56
2.83 11:10:49:15
4.73 11:10:49:38
3.08 11:10:49:58
1.27 11:10:50:11
2.25 11:10:50:29
4.43 11:10:50:51
1.3 11:10:51:5
8.71 11:10:51:34
1.97 11:10:51:50
20.91 11:10:52:30
1.72 11:10:52:45
1.16 11:10:52:58
1.03 11:10:53:9
3.31 11:10:53:30
20.1 11:10:54:8
6.05 11:10:54:33
1.06 11:10:54:45
2.75 11:10:55:4
3.69 11:10:55:25
7.74 11:10:55:51
1.25 11:10:56:5
2.71 11:10:56:24
1.91 11:10:56:41
3.84 11:10:57:2
4.95 11:10:57:25
1.04 11:10:57:37
1.21 11:10:57:50
1.25 11:10:58:4
4.5 11:10:58:26
2.04 11:10:58:43
1.11 11:10:58:56
6.83 11:10:59:22
4.56 11:10:59:44
1 11:10:59:55
