2.24 8:11:0:10
1 8:11:0:21
1.16 8:11:0:34
1.53 8:11:0:49
2.15 8:11:1:6
2.69 8:11:1:25
1.02 8:11:1:37
1.18 8:11:1:50
1.24 8:11:2:3
8.41 8:11:2:31
1.34 8:11:2:45
1.11 8:11:2:58
1.11 8:11:3:11
2.22 8:11:3:28
1.74 8:11:3:44
2.47 8:11:4:2
2.83 8:11:4:22
1.78 8:11:4:38
18.77 8:11:5:15
4.21 8:11:5:37
9.16 8:11:6:5
1.14 8:11:6:18
4.39 8:11:6:40
3.62 8:11:7:1
3.58 8:11:7:22
10.82 8:11:7:52
1.7 8:11:8:8
1.21 8:11:8:22
1.63 8:11:8:37
1.07 8:11:8:49
1.59 8:11:9:5
1.02 8:11:9:16
2.11 8:11:9:33
3.33 8:11:9:54
1.48 8:11:10:8
3.12 8:11:10:28
9.59 8:11:10:57
2.47 8:11:11:16
1.69 8:11:11:31
1.2 8:11:11:45
5.07 8:11:12:8
2.72 8:11:12:27
2 8:11:12:44
2.17 8:11:13:1
1.52 8:11:13:16
5.68 8:11:13:40
1.08 8:11:13:53
5.05 8:11:14:16
4.06 8:11:14:38
1.03 8:11:14:49
2.36 8:11:15:7
1 8:11:15:18
6.95 8:11:15:44
1 8:11:15:54
1.45 8:11:16:9
3.11 8:11:16:29
1.69 8:11:16:44
2.56 8:11:17:3
1.03 8:11:17:15
17.46 8:11:17:51
4.73 8:11:18:14
1.12 8:11:18:26
1.48 8:11:18:41
1.25 8:11:18:55
1.44 8:11:19:10
1.7 8:11:19:25
14.13 8:11:19:59
4.34 8:11:20:21
20.31 8:11:20:59
1.11 8:11:21:12
3.55 8:11:21:33
3.32 8:11:21:53
3.1 8:11:22:12
1.78 8:11:22:29
1.72 8:11:22:44
1.77 8:11:23:1
11.82 8:11:23:32
1 8:11:23:42
1.68 8:11:23:58
21.91 8:11:24:38
2.53 8:11:24:56
1.23 8:11:25:10
2.14 8:11:25:27
1.56 8:11:25:42
2.41 8:11:26:0
1.07 8:11:26:13
28.79 8:11:26:56
2.26 8:11:27:14
3.2 8:11:27:34
8.3 8:11:28:2
1.52 8:11:28:17
1.01 8:11:28:28
1.33 8:11:28:42
6.32 8:11:29:7
6.46 8:11:29:32
1.65 8:11:29:48
1.01 8:11:29:59
2 8:11:30:16
6 8:11:30:41
2.8 8:11:31:0
2.32 8:11:31:18
7.3 8:11:31:44
1.43 8:11:31:59
1.83 8:11:32:15
2.62 8:11:32:34
1.75 8:11:32:50
3.59 8:11:33:10
1.05 8:11:33:22
6.28 8:11:33:47
2.28 8:11:34:5
2.12 8:11:34:23
11.55 8:11:34:54
4.44 8:11:35:16
1.23 8:11:35:29
1.32 8:11:35:44
8.39 8:11:36:11
3.43 8:11:36:32
1.11 8:11:36:44
1.47 8:11:36:59
6.39 8:11:37:24
1.82 8:11:37:41
4.08 8:11:38:2
2.3 8:11:38:20
1.43 8:11:38:35
1.02 8:11:38:46
1.09 8:11:38:59
7.76 8:11:39:26
1.68 8:11:39:41
2 8:11:39:58
3.21 8:11:40:18
3.34 8:11:40:38
5.51 8:11:41:2
4.49 8:11:41:25
1 8:11:41:35
2.94 8:11:41:55
2.92 8:11:42:14
2.37 8:11:42:32
1.54 8:11:42:47
1.99 8:11:43:4
1.04 8:11:43:16
3.31 8:11:43:36
2.56 8:11:43:54
14.8 8:11:44:28
1.06 8:11:44:40
3.88 8:11:45:2
2.13 8:11:45:19
2.08 8:11:45:36
1.28 8:11:45:50
1.89 8:11:46:6
2.51 8:11:46:25
3.09 8:11:46:44
1.84 8:11:47:1
1.02 8:11:47:12
1.52 8:11:47:27
3.38 8:11:47:48
6.69 8:11:48:13
1.04 8:11:48:25
8.76 8:11:48:53
2.73 8:11:49:12
1.23 8:11:49:26
1.85 8:11:49:42
1.93 8:11:49:59
1.18 8:11:50:12
1.96 8:11:50:29
20.22 8:11:51:7
1.08 8:11:51:19
1 8:11:51:30
7.56 8:11:51:56
1.18 8:11:52:10
3.71 8:11:52:31
5.13 8:11:52:54
1 8:11:53:5
21.82 8:11:53:44
1.22 8:11:53:57
19.26 8:11:54:35
5.06 8:11:54:58
1.09 8:11:55:11
8.7 8:11:55:39
1.93 8:11:55:55
3.37 8:11:56:16
2.9 8:11:56:35
1.18 8:11:56:48
3.44 8:11:57:9
1.21 8:11:57:22
1.6 8:11:57:38
1.79 8:11:57:54
8.08 8:11:58:21
2.14 8:11:58:38
3.86 8:11:59:0
1.22 8:11:59:13
6.32 8:11:59:38
1.87 8:11:59:55
