1.18 12:17:0:12 Нийт:0 X:1 W:0 Infinity ---
1.16 12:17:0:25 Нийт:1 X:2 W:0 2.34 ---
1.06 12:17:0:37 Нийт:2 X:3 W:0 1.7 ---
1.03 12:17:0:49 Нийт:3 X:4 W:0 1.47 ---
1.11 12:17:1:1 Нийт:4 X:5 W:0 1.38 ---
1.42 12:17:1:16 Нийт:5 X:6 W:0 1.39 ---
1.86 12:17:1:32 Нийт:6 X:7 W:0 1.47 ---
3.01 12:17:1:52 Нийт:7 X:7 W:1 1.69 +++
7.14 12:17:2:18 Нийт:8 X:7 W:2 2.37 +++
1.31 12:17:2:32 Нийт:9 X:8 W:2 2.25 ---
1.14 12:17:2:45 Нийт:10 X:9 W:2 2.14 ---
3.31 12:17:3:5 Нийт:11 X:9 W:3 2.24 +++
1.17 12:17:3:18 Нийт:12 X:10 W:3 2.15 ---
3.6 12:17:3:39 Нийт:13 X:10 W:4 2.26 +++
7 12:17:4:5 Нийт:14 X:10 W:5 2.6 +++
1 12:17:4:16 Нийт:15 X:11 W:5 2.5 ---
4.44 12:17:4:38 Нийт:16 X:11 W:6 2.62 +++
5.72 12:17:7:50 Нийт:1 X:0 W:1 5.72 +++
1.32 12:17:8:4 Нийт:3 X:1 W:1 2.34 ---
1.09 12:17:8:16 Нийт:5 X:2 W:1 1.62 ---
3.89 12:17:8:38 Нийт:7 X:2 W:2 1.71 +++
