2.27 12:10:0:11 Нийт:17 X:10 W:7 3.428823529411764 +++
1.28 12:10:0:25 Нийт:18 X:11 W:7 3.309444444444444 ---
10.62 12:10:0:55 Нийт:19 X:11 W:8 3.694210526315789 +++
1.85 12:10:1:12 Нийт:20 X:12 W:8 3.6019999999999994 ---
5.66 12:10:1:36 Нийт:21 X:12 W:9 3.6999999999999993 +++
2.22 12:10:1:53 Нийт:22 X:12 W:10 3.6327272727272724 +++
1.39 12:10:2:8 Нийт:23 X:13 W:10 3.5352173913043474 ---
1.69 12:10:2:24 Нийт:24 X:14 W:10 3.4583333333333326 ---
3.12 12:10:2:43 Нийт:25 X:14 W:11 3.4447999999999994 +++
1.69 12:10:2:59 Нийт:26 X:15 W:11 3.3773076923076917 ---
1.1 12:10:3:12 Нийт:27 X:16 W:11 3.2929629629629624 ---
1.01 12:10:3:23 Нийт:28 X:17 W:11 3.211428571428571 ---
2.8 12:10:3:42 Нийт:29 X:17 W:12 3.1972413793103445 +++
3.18 12:10:4:2 Нийт:30 X:17 W:13 3.1966666666666663 +++
5.16 12:10:4:25 Нийт:31 X:17 W:14 3.26 +++
1.38 12:10:4:40 Нийт:32 X:18 W:14 3.2012499999999995 ---
4.57 12:10:5:2 Нийт:33 X:18 W:15 3.2427272727272722 +++
32.31 12:10:5:48 Нийт:34 X:18 W:16 4.097647058823529 +++
1.61 12:10:6:4 Нийт:35 X:19 W:16 4.026571428571429 ---
1.83 12:10:6:20 Нийт:36 X:20 W:16 3.965555555555556 ---
3.81 12:10:6:41 Нийт:37 X:20 W:17 3.961351351351352 +++
2.73 12:10:7:0 Нийт:38 X:20 W:18 3.9289473684210527 +++
1 12:10:7:10 Нийт:39 X:21 W:18 3.853846153846154 ---
1.58 12:10:7:26 Нийт:40 X:22 W:18 3.7970000000000006 ---
2.4 12:10:7:44 Нийт:41 X:22 W:19 3.7629268292682934 +++
1.39 12:10:7:58 Нийт:42 X:23 W:19 3.706428571428572 ---
2.49 12:10:8:17 Нийт:43 X:23 W:20 3.6781395348837216 +++
2.16 12:10:8:34 Нийт:44 X:23 W:21 3.643636363636364 +++
7.85 12:10:9:1 Нийт:45 X:23 W:22 3.7371111111111115 +++
2.93 12:10:9:20 Нийт:46 X:23 W:23 3.7195652173913047 +++
5.14 12:10:9:44 Нийт:47 X:23 W:24 3.7497872340425533 +++
1.06 12:10:9:56 Нийт:48 X:24 W:24 3.69375 ---
23.17 12:10:10:36 Нийт:49 X:24 W:25 4.091224489795919 +++
1.14 12:10:10:49 Нийт:50 X:25 W:25 4.0322000000000005 ---
1.37 12:10:11:3 Нийт:51 X:26 W:25 3.9800000000000004 ---
6.88 12:10:11:29 Нийт:52 X:26 W:26 4.035769230769231 +++
1.97 12:10:11:46 Нийт:53 X:27 W:26 3.996792452830189 ---
1.16 12:10:11:59 Нийт:54 X:28 W:26 3.9442592592592596 ---
1.15 12:10:12:12 Нийт:55 X:29 W:26 3.8934545454545457 ---
1.43 12:10:12:27 Нийт:56 X:30 W:26 3.8494642857142862 ---
