5.48 11:13:0:1
1 11:13:0:11
5.87 11:13:0:36
29.06 11:13:1:20
1.65 11:13:1:35
1 11:13:1:46
13.05 11:13:2:18
1.08 11:13:2:31
4.41 11:13:2:53
1.06 11:13:3:5
1.04 11:13:3:17
1.56 11:13:3:32
1.2 11:13:3:46
2.29 11:13:4:3
1.08 11:13:4:16
1.02 11:13:4:27
1 11:13:4:38
1 11:13:4:48
4.86 11:13:5:11
1.29 11:13:5:25
1.75 11:13:5:41
2.25 11:13:5:59
1.25 11:13:6:12
23.56 11:13:6:53
2.9 11:13:7:12
3.47 11:13:7:33
8.55 11:13:8:1
2.51 11:13:8:19
1.02 11:13:8:30
1.03 11:13:8:42
1.39 11:13:8:57
3.73 11:13:9:18
1.86 11:13:9:34
6.81 11:13:10:0
34.09 11:13:10:47
4.2 11:13:11:8
2.02 11:13:11:25
6.47 11:13:11:51
1 11:13:12:1
1.35 11:13:12:16
1.03 11:13:12:27
1.08 11:13:12:40
2.04 11:13:12:57
1.03 11:13:13:8
2.22 11:13:13:26
34.95 11:13:14:13
2.3 11:13:14:31
7.24 11:13:14:57
19.18 11:13:15:35
4.27 11:13:15:58
1.7 11:13:16:13
2.64 11:13:16:31
12.28 11:13:17:3
4.6 11:13:17:26
3.28 11:13:17:46
4.15 11:13:18:7
2.5 11:13:18:26
1.27 11:13:18:40
2.03 11:13:18:57
1.28 11:13:19:10
1.91 11:13:19:28
3.66 11:13:19:48
3.12 11:13:20:8
2.95 11:13:20:27
1 11:13:20:38
1.17 11:13:20:51
3.7 11:13:21:12
2.1 11:13:21:29
3.09 11:13:21:49
14.88 11:13:22:23
5.71 11:13:22:47
1.13 11:13:23:0
1.13 11:13:23:13
1.74 11:13:23:29
3.38 11:13:23:49
1.07 11:13:24:1
3.26 11:13:24:21
9.33 11:13:24:50
1.04 11:13:25:2
1.12 11:13:25:14
5.89 11:13:25:39
1.82 11:13:25:55
23.16 11:13:26:36
5.59 11:13:27:0
1.1 11:13:27:12
3.04 11:13:27:32
1.26 11:13:27:46
3.59 11:13:28:6
2.35 11:13:28:24
1.45 11:13:28:39
1.08 11:13:28:51
16.1 11:13:29:27
4.74 11:13:29:49
1.84 11:13:30:6
3.34 11:13:30:26
1.35 11:13:30:40
1.64 11:13:30:56
6.84 11:13:31:22
1.45 11:13:31:36
1.58 11:13:31:52
1.68 11:13:32:7
1.2 11:13:32:21
2.25 11:13:32:38
2.14 11:13:32:56
1.65 11:13:33:11
1.13 11:13:33:24
1.62 11:13:33:40
1.56 11:13:33:55
1.73 11:13:34:11
1.07 11:13:34:23
3.02 11:13:34:43
2.58 11:13:35:1
1.34 11:13:35:15
6.03 11:13:35:40
1.13 11:13:35:53
1.19 11:13:36:6
2.83 11:13:36:25
1.28 11:13:36:39
3.96 11:13:37:1
1.52 11:13:37:16
4.16 11:13:37:38
5.8 11:13:38:2
1.33 11:13:38:16
18.97 11:13:38:54
7.85 11:13:39:21
2.58 11:13:39:39
1 11:13:39:50
1.96 11:13:40:6
1.98 11:13:40:23
1.01 11:13:40:34
4.33 11:13:40:56
1.67 11:13:41:12
1 11:13:41:23
1.24 11:13:41:36
4.52 11:13:41:59
1.38 11:13:42:13
2.89 11:13:42:33
2.02 11:13:42:49
23.7 11:13:43:30
1.3 11:13:43:44
3.47 11:13:44:5
1.13 11:13:44:17
2.69 11:13:44:36
1 11:13:44:47
1.85 11:13:45:3
1.03 11:13:45:15
1.94 11:13:45:31
1.2 11:13:45:45
1.06 11:13:45:57
1.19 11:13:46:10
10.19 11:13:46:40
2.59 11:13:46:58
6.7 11:13:47:24
1 11:13:47:35
32.6 11:13:48:21
1.02 11:13:48:32
7.37 11:13:48:59
1.26 11:13:49:12
2.08 11:13:49:29
1.14 11:13:49:42
5.55 11:13:50:6
1.88 11:13:50:23
1.89 11:13:50:39
1.13 11:13:50:52
1.11 11:13:51:5
4.02 11:13:51:26
1.78 11:13:51:43
1.04 11:13:51:54
1.89 11:13:52:11
1.75 11:13:52:27
1.32 11:13:52:41
1.08 11:13:52:53
1.26 11:13:53:7
1.63 11:13:53:23
1.33 11:13:53:37
1.99 11:13:53:54
2.07 11:13:54:11
1.37 11:13:54:25
1.26 11:13:54:39
5.75 11:13:55:3
2.02 11:13:55:20
1.22 11:13:55:34
1.7 11:13:55:50
1.08 11:13:56:2
3.38 11:13:56:22
1.95 11:13:56:39
5.39 11:13:57:3
12.16 11:13:57:34
10.4 11:13:58:4
1.39 11:13:58:19
1.76 11:13:58:35
10.32 11:13:59:5
27.62 11:13:59:48
