1.53 8:17:0:4
2.35 8:17:0:22
2.44 8:17:0:40
1 8:17:0:50
1.79 8:17:1:7
8.03 8:17:1:34
1.37 8:17:1:48
2.02 8:17:2:5
1 8:17:2:16
10.38 8:17:2:46
2.15 8:17:3:3
8.2 8:17:3:31
1.32 8:17:3:45
19.52 8:17:4:22
1.93 8:17:4:39
9.43 8:17:5:8
1.72 8:17:5:24
2.69 8:17:5:43
1.01 8:17:5:54
3.71 8:17:6:15
4.76 8:17:6:38
1.03 8:17:6:49
1.69 8:17:7:5
1.3 8:17:7:19
1.49 8:17:7:34
6.61 8:17:8:0
15.34 8:17:8:34
1.47 8:17:8:49
4.59 8:17:9:12
11.92 8:17:9:43
2.55 8:17:10:1
1.93 8:17:10:18
10.02 8:17:10:48
1.02 8:17:10:59
22.34 8:17:11:39
1 8:17:11:49
1.45 8:17:12:4
2.04 8:17:12:21
15.77 8:17:12:56
2.95 8:17:13:16
3.17 8:17:13:36
3.44 8:17:13:56
1.42 8:17:14:11
1.54 8:17:14:26
12.33 8:17:14:58
3.56 8:17:15:18
2.27 8:17:15:36
22.24 8:17:16:16
1.81 8:17:16:32
2.31 8:17:16:50
2.81 8:17:17:9
1.14 8:17:17:22
1.46 8:17:17:37
3.17 8:17:17:57
2.31 8:17:18:14
2.49 8:17:18:33
1.08 8:17:18:45
1.79 8:17:19:1
9.18 8:17:19:30
3.57 8:17:19:51
1.16 8:17:20:4
1.32 8:17:20:18
2.32 8:17:20:36
1.61 8:17:20:51
1.1 8:17:21:4
25.19 8:17:21:46
1.32 8:17:22:0
3.43 8:17:22:20
3.05 8:17:22:40
1.24 8:17:22:53
2.05 8:17:23:10
4.24 8:17:23:32
1.11 8:17:23:45
1.41 8:17:24:0
1.73 8:17:24:16
22.66 8:17:24:56
1.41 8:17:25:10
1.66 8:17:25:26
21.01 8:17:26:31
1.89 8:17:26:48
1.11 8:17:27:0
27.52 8:17:27:43
1.94 8:17:28:0
1.02 8:17:28:11
1.4 8:17:28:26
1.82 8:17:28:43
1.66 8:17:28:58
4.72 8:17:29:21
1.25 8:17:29:35
1.38 8:17:29:49
5.24 8:17:30:13
2.25 8:17:30:30
1.61 8:17:31:3
3.56 8:17:31:24
1.63 8:17:31:39
4.85 8:17:32:2
1.49 8:17:32:17
14.4 8:17:32:51
1.07 8:17:33:3
1.42 8:17:33:18
2.12 8:17:33:35
2.33 8:17:33:53
15.09 8:17:34:27
3.09 8:17:34:54
1.02 8:17:35:6
1.12 8:17:35:19
7.96 8:17:35:46
1.45 8:17:36:1
1.58 8:17:36:16
1.66 8:17:36:32
1.55 8:17:36:47
6.88 8:17:37:13
1.26 8:17:37:27
1 8:17:37:37
8.82 8:17:38:5
1 8:17:38:16
1.77 8:17:38:32
1.27 8:17:38:46
4.81 8:17:39:9
4.24 8:17:39:31
1.32 8:17:39:45
2.11 8:17:40:2
1.45 8:17:40:17
2.08 8:17:40:34
1.49 8:17:40:49
1.54 8:17:41:4
1.96 8:17:41:21
11.13 8:17:41:52
1.14 8:17:42:5
20.32 8:17:42:43
4.4 8:17:43:5
20.62 8:17:43:44
7 8:17:44:13
1.44 8:17:44:28
1.15 8:17:44:41
1.06 8:17:44:53
1.34 8:17:45:8
1.96 8:17:45:24
1.11 8:17:45:37
1.08 8:17:45:49
3.24 8:17:46:9
1.11 8:17:46:22
2.76 8:17:46:41
2.18 8:17:46:58
4.12 8:17:47:20
4.57 8:17:47:43
8.54 8:17:48:11
1.02 8:17:48:22
24.77 8:17:49:3
1.29 8:17:49:17
1.12 8:17:49:30
2.13 8:17:49:47
1.19 8:17:50:1
3.63 8:17:50:15
1.28 8:17:50:29
1.79 8:17:50:46
1.48 8:17:51:0
1.23 8:17:51:13
1.38 8:17:51:28
3.48 8:17:51:48
1 8:17:51:59
3.06 8:17:52:19
1.24 8:17:52:32
1.7 8:17:52:48
1.19 8:17:53:1
16.91 8:17:53:37
2.6 8:17:53:56
1.76 8:17:54:16
29.61 8:17:55:0
18.27 8:17:55:37
5.43 8:17:56:1
1.27 8:17:56:15
1.14 8:17:56:28
2.21 8:17:56:45
1.07 8:17:56:57
1.99 8:17:57:14
4.93 8:17:57:37
1.4 8:17:57:52
1.98 8:17:58:9
1.66 8:17:58:24
1 8:17:58:35
2.96 8:17:58:54
7.53 8:17:59:21
1.01 8:17:59:32
