1.16 8:12:0:8
2.58 8:12:0:26
2.38 8:12:0:44
1.28 8:12:0:58
3.44 8:12:1:19
2.52 8:12:1:37
1.55 8:12:1:52
2.01 8:12:2:9
2.02 8:12:2:26
1.3 8:12:2:40
1.26 8:12:2:54
3.51 8:12:3:14
6.64 8:12:3:40
1.15 8:12:3:53
3.63 8:12:4:14
1.61 8:12:4:29
1.15 8:12:4:42
7.15 8:12:5:8
1.13 8:12:5:21
4.52 8:12:5:44
1.09 8:12:5:56
24.65 8:12:6:37
1.28 8:12:6:51
2.4 8:12:7:9
1.32 8:12:7:23
25.43 8:12:8:5
1 8:12:8:16
4.99 8:12:8:39
1.48 8:12:8:54
3.98 8:12:9:15
15.64 8:12:9:50
1.16 8:12:10:3
10.56 8:12:10:33
1.05 8:12:10:45
1.15 8:12:10:58
2.36 8:12:11:16
1.59 8:12:11:31
2.31 8:12:11:49
5.38 8:12:12:13
2.27 8:12:12:31
2.09 8:12:12:48
6.48 8:12:13:13
3.14 8:12:13:33
8.09 8:12:14:0
2.39 8:12:14:18
1.01 8:12:14:29
2.54 8:12:14:48
1.23 8:12:15:1
1.59 8:12:15:17
9.01 8:12:15:45
12.47 8:12:16:17
1.61 8:12:16:33
23.98 8:12:17:14
8.18 8:12:17:41
1 8:12:17:52
13.9 8:12:18:25
4.76 8:12:18:48
21.65 8:12:19:27
1.02 8:12:19:38
4.18 8:12:20:0
1.69 8:12:20:16
1.38 8:12:20:30
1.82 8:12:20:47
1.65 8:12:21:2
1.23 8:12:21:16
23.4 8:12:21:56
1.6 8:12:22:12
1.89 8:12:22:28
8.06 8:12:22:56
11.19 8:12:23:27
3.77 8:12:23:48
4.57 8:12:24:10
1.4 8:12:24:25
1.49 8:12:24:40
7.01 8:12:25:6
1.87 8:12:25:22
1.15 8:12:25:35
2.93 8:12:25:54
1.08 8:12:26:7
2.11 8:12:26:24
1.41 8:12:26:38
1.12 8:12:26:51
2.95 8:12:27:11
2.61 8:12:27:29
2.29 8:12:27:47
1.73 8:12:28:3
1.54 8:12:28:18
2.23 8:12:28:36
1.11 8:12:28:48
1.48 8:12:29:3
9.22 8:12:29:32
1.08 8:12:29:44
1.08 8:12:29:56
2.09 8:12:30:14
2.51 8:12:30:32
8.74 8:12:31:0
1.42 8:12:31:15
1.68 8:12:31:30
5.43 8:12:31:54
6.12 8:12:32:19
1.12 8:12:32:32
1.15 8:12:32:45
1.14 8:12:32:58
1.03 8:12:33:9
2.11 8:12:33:27
2.38 8:12:33:45
1.03 8:12:33:56
6.76 8:12:34:22
3.01 8:12:34:41
1.27 8:12:34:55
1.4 8:12:35:10
2.55 8:12:35:28
7.71 8:12:35:55
1.53 8:12:36:10
24.59 8:12:36:52
21.82 8:12:37:31
2.04 8:12:37:48
2.29 8:12:38:6
2.32 8:12:38:23
1.2 8:12:38:37
1.25 8:12:38:51
1.83 8:12:39:7
1.45 8:12:39:22
1.69 8:12:39:37
7.7 8:12:40:4
4.44 8:12:40:27
1.03 8:12:40:38
16.88 8:12:41:14
1.07 8:12:41:26
1.56 8:12:41:41
2.03 8:12:41:58
2.11 8:12:42:16
1.19 8:12:42:29
7.91 8:12:42:56
1 8:12:43:7
9.92 8:12:43:36
1.54 8:12:43:51
13.01 8:12:44:24
4.9 8:12:44:47
16.74 8:12:45:22
1.51 8:12:45:37
24.17 8:12:46:19
29.73 8:12:47:3
2.43 8:12:47:21
2.93 8:12:47:40
1.6 8:12:47:56
8.73 8:12:48:24
1 8:12:48:35
3.79 8:12:48:56
1.82 8:12:49:12
2.65 8:12:49:31
1.29 8:12:49:45
1.15 8:12:49:58
22.45 8:12:50:37
2.83 8:12:50:56
14.98 8:12:51:31
3.41 8:12:51:51
1.08 8:12:52:3
2.14 8:12:52:21
1.11 8:12:52:33
1.21 8:12:52:47
2.76 8:12:53:6
20.1 8:12:53:44
3.21 8:12:54:4
2.73 8:12:54:23
2.45 8:12:54:41
1 8:12:54:51
1.21 8:12:55:5
3.29 8:12:55:25
1.74 8:12:55:41
7.82 8:12:56:8
2.5 8:12:56:26
1.25 8:12:56:40
1.42 8:12:56:55
6.59 8:12:57:20
1.38 8:12:57:35
1.99 8:12:57:52
21.18 8:12:58:31
5.28 8:12:58:54
7.19 8:12:59:20
2.19 8:12:59:38
1.2 8:12:59:51
