1.04 8:9:14:7
2.52 8:9:14:22
4.98 8:9:14:45
3.66 8:9:15:6
1.1 8:9:15:19
1.54 8:9:15:34
4.57 8:9:15:56
2.98 8:9:16:16
4.64 8:9:16:38
9.58 8:9:17:8
9.48 8:9:17:36
1.68 8:9:17:52
5.4 8:9:18:16
1.29 8:9:18:30
1.03 8:9:18:42
1.28 8:9:18:56
1.42 8:9:19:10
1.13 8:9:19:23
2.42 8:9:19:41
3.04 8:9:20:1
1.33 8:9:20:15
5.33 8:9:20:39
1.08 8:9:20:51
1.1 8:9:21:3
1.4 8:9:21:18
2.03 8:9:21:35
6.61 8:9:22:0
1.68 8:9:22:16
4.48 8:9:22:39
2.16 8:9:22:56
1.16 8:9:23:9
1.26 8:9:23:23
2.54 8:9:23:41
4.34 8:9:24:3
1.07 8:9:24:15
8.13 8:9:24:43
1.99 8:9:25:0
18.72 8:9:25:37
30.81 8:9:26:22
13.87 8:9:26:55
1.08 8:9:27:7
2.06 8:9:27:25
2.4 8:9:27:43
1.33 8:9:27:57
1.13 8:9:28:10
1.76 8:9:28:26
2.3 8:9:28:43
4.73 8:9:29:6
1 8:9:29:17
26.85 8:9:29:59
2.19 8:9:30:17
2.23 8:9:30:34
2.16 8:9:30:52
4.88 8:9:31:15
4.81 8:9:31:38
1.54 8:9:31:53
1.55 8:9:32:8
1.24 8:9:32:22
6.21 8:9:32:47
1.23 8:9:33:0
3.49 8:9:33:21
1.57 8:9:33:36
3.33 8:9:33:56
27.27 8:9:34:39
1.54 8:9:34:54
2.85 8:9:35:14
2.74 8:9:35:32
1.24 8:9:35:46
1.75 8:9:36:2
3.39 8:9:36:23
6.1 8:9:36:47
1.32 8:9:37:1
3.12 8:9:37:21
1.85 8:9:37:38
1.71 8:9:37:53
1.4 8:9:38:8
1 8:9:38:19
1.45 8:9:38:33
15.88 8:9:39:8
4.14 8:9:39:30
8.7 8:9:39:58
1.13 8:9:40:11
15.84 8:9:40:46
1.27 8:9:41:0
3.25 8:9:41:20
1.32 8:9:41:34
20.46 8:9:42:12
1.53 8:9:42:27
1.32 8:9:42:42
2.71 8:9:43:0
5.39 8:9:43:24
1.91 8:9:43:41
9.61 8:9:44:10
1.39 8:9:44:24
4.5 8:9:44:47
1 8:9:44:57
1.05 8:9:45:9
1.16 8:9:45:22
1.22 8:9:45:36
4.74 8:9:45:59
1.52 8:9:46:14
1.1 8:9:46:26
4.85 8:9:46:49
2.57 8:9:47:8
5.28 8:9:47:31
5.09 8:9:47:55
1.25 8:9:48:8
2.55 8:9:48:27
1.11 8:9:48:39
7.15 8:9:49:6
1.57 8:9:49:21
1.68 8:9:49:37
7.26 8:9:50:3
1.49 8:9:50:18
5.07 8:9:50:41
1.5 8:9:50:56
1.59 8:9:51:12
6.12 8:9:51:37
1.43 8:9:51:51
1.53 8:9:52:6
1.77 8:9:52:22
9.64 8:9:52:52
2.68 8:9:53:10
2.51 8:9:53:29
1.25 8:9:53:42
2.55 8:9:54:1
1.61 8:9:54:16
1.02 8:9:54:28
1.45 8:9:54:42
2.22 8:9:55:0
21.41 8:9:55:39
4.94 8:9:56:2
1.9 8:9:56:19
1.89 8:9:56:35
1.7 8:9:56:51
1.68 8:9:57:7
1.33 8:9:57:21
1.82 8:9:57:37
3.8 8:9:57:59
2.76 8:9:58:17
12.04 8:9:58:49
1.06 8:9:59:1
7.45 8:9:59:28
1.7 8:9:59:43
